Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
15:18:59,07-10-2022,1915450576,9424448642,6233.55,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:19:00,07-10-2022,6010459137,2866918210,2227.09,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:19:02,07-10-2022,2053677541,2713845584,39.57,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:19:03,07-10-2022,2595670415,6223365730,15106.69,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:19:11,07-10-2022,2851625032,8039697830,2329.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:19:17,07-10-2022,7914375825,2288441463,5753.82,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:19:17,07-10-2022,1039261140,1465487567,15927.63,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:19:20,07-10-2022,7501327339,8617863283,5896.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:19:21,07-10-2022,9111147529,3913880864,7540.48,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
15:19:29,07-10-2022,6725161262,8951801554,380.17,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:19:30,07-10-2022,3228662721,357124997,2449.17,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:19:30,07-10-2022,2295065694,8298673155,4942.67,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:19:30,07-10-2022,9572437179,7199625988,6656.52,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:19:32,07-10-2022,675669049,4348868412,7262.52,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:19:36,07-10-2022,5432863425,1393486147,196.49,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
15:19:40,07-10-2022,7036019108,5858369125,6847.7,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:19:40,07-10-2022,6760427237,7080357663,6826.14,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:19:41,07-10-2022,8987848252,6000919396,10485.74,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:19:42,07-10-2022,44700745,7206438497,272.86,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:19:52,07-10-2022,7758268667,8969112643,13599.31,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:19:53,07-10-2022,6139711705,2902404842,2824.62,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:19:53,07-10-2022,7432227017,7294133906,784.66,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:19:54,07-10-2022,3808389654,1431561040,8993.91,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:19:54,07-10-2022,6904668523,1546051426,5763.2,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
15:19:57,07-10-2022,3930127189,3220735304,19835.09,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:19:59,07-10-2022,9558983259,1474811080,96.88,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
15:20:00,07-10-2022,4109732596,5708936901,17922.04,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:20:02,07-10-2022,5781442135,7583443924,4657.35,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:20:02,07-10-2022,1390806158,8673917867,8817.33,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:20:03,07-10-2022,6608944666,2354851458,1641.63,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:20:05,07-10-2022,8987848252,7140265767,5304.38,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:20:06,07-10-2022,7180118833,5061972410,13013.26,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:20:08,07-10-2022,2908083298,8055771556,428.9,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:20:17,07-10-2022,8687407314,1493436023,20884.23,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:20:18,07-10-2022,4275432794,5342778109,853.31,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:20:19,07-10-2022,4582326752,6371831641,4508.89,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:20:22,07-10-2022,4070625255,8695465568,954.2,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:20:22,07-10-2022,2455742548,4293580479,5497.82,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:20:22,07-10-2022,7003806789,3728098721,1229.5,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:20:23,07-10-2022,2365007895,8015553278,6840.42,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:20:25,07-10-2022,3342827051,409707192,5797.63,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:20:28,07-10-2022,3614082527,4993238031,6469.89,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:20:31,07-10-2022,1390806158,8673917867,8871.14,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:20:32,07-10-2022,9879607261,7679092888,1924.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:20:38,07-10-2022,3165479371,2993920504,8743.41,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:20:41,07-10-2022,7233007838,8719410867,183.54,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Small_Fan_Out
15:20:46,07-10-2022,4325952441,2222224739,21316.7,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:20:46,07-10-2022,3087704459,5020066382,1198.81,UK pounds,Swiss franc,UK,UK,ACH,0,Normal_Small_Fan_Out
15:20:47,07-10-2022,953357238,9225248326,2449.69,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:20:48,07-10-2022,3709430533,7543250720,6865.44,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:20:51,07-10-2022,3751150719,8775823675,19605.69,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:20:52,07-10-2022,2671456948,8673917867,9575.54,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:20:54,07-10-2022,4215909084,6477531416,6868.56,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:20:55,07-10-2022,5982914936,6611885027,5652.68,UK pounds,Albanian lek,UK,Albania,Cross-border,0,Normal_Fan_Out
15:20:55,07-10-2022,9308866687,4638001513,8308.34,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
15:20:56,07-10-2022,6834477393,6444220418,8131.64,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:20:57,07-10-2022,9534729015,1948023764,21372.28,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:20:59,07-10-2022,8987848252,6000919396,10529.89,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
15:20:59,07-10-2022,1551228889,9105769228,5944.5,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:21:04,07-10-2022,9926135884,2213006367,3499.1,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:21:06,07-10-2022,187676575,3173180932,1610.82,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:21:16,07-10-2022,7254501473,2891753350,55702.52,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
15:21:16,07-10-2022,4117755003,6646502650,8433.67,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
15:21:20,07-10-2022,7669236826,6127165731,11246.45,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
15:21:20,07-10-2022,4486832385,2106816241,2747.28,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:21:22,07-10-2022,9516063779,4293580479,11917.57,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:21:26,07-10-2022,8147726877,6646502650,11778.5,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
15:21:27,07-10-2022,7267233412,9573183116,5210.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:21:27,07-10-2022,5160368521,3565228175,13458.83,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:21:28,07-10-2022,4218220882,1163643732,3058.77,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:21:30,07-10-2022,5021785800,4851478280,4529.27,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:21:31,07-10-2022,7166052239,8172080174,6967.46,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:21:31,07-10-2022,6517818919,5836602869,7229.47,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
15:21:32,07-10-2022,4574851353,6141540526,3182.89,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:21:34,07-10-2022,9456514108,5109623450,8298.15,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:21:37,07-10-2022,1491989064,3755103279,7247.86,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:21:37,07-10-2022,6057444675,517441754,6955,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
15:21:42,07-10-2022,5793273539,7069893648,5424.53,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
15:21:45,07-10-2022,2929941458,6577631803,210.63,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:21:48,07-10-2022,2761485721,2147190010,552.87,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:21:52,07-10-2022,6331746318,9722396075,681.81,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:21:54,07-10-2022,753864930,3250173219,17691.99,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:21:57,07-10-2022,7493910752,7549781499,3048.44,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:21:59,07-10-2022,1645558162,8172080174,10983.24,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:21:59,07-10-2022,7708135179,4920011699,2586.02,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:22:02,07-10-2022,2926822786,7693988184,4856.11,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:22:04,07-10-2022,2345399437,2720642759,7975.35,UK pounds,Moroccan dirham,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:22:06,07-10-2022,8245090074,9934868522,385.83,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:22:06,07-10-2022,7669236826,6944062928,7544,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:22:11,07-10-2022,9088680066,8858778510,57.31,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
15:22:11,07-10-2022,5529226135,409707192,10762.45,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:22:12,07-10-2022,7089073424,992335593,3043,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:22:12,07-10-2022,7641911870,6205292504,14478.88,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
15:22:13,07-10-2022,9369454215,5363422485,5383.19,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
15:22:13,07-10-2022,5477440269,6455666600,25888.7,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Mutual
15:22:13,07-10-2022,5292699828,5808678254,8388.35,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
15:22:15,07-10-2022,7674756610,4336977506,13201.43,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:22:16,07-10-2022,8952177221,3031188286,11844.19,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:22:17,07-10-2022,8730244405,7080357663,6782.5,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:22:20,07-10-2022,9388029521,5487247330,4402.76,Dirham,UK pounds,UAE,UK,Cross-border,0,Normal_Small_Fan_Out
15:22:21,07-10-2022,5468199784,8397137675,2234.69,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:22:23,07-10-2022,4227185318,3144145840,6743.03,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:22:26,07-10-2022,40235155,9416949366,1660.18,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
15:22:38,07-10-2022,6630041445,1316458123,12840.79,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Fan_In
15:22:38,07-10-2022,8494600637,9296204139,3303.84,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
15:22:42,07-10-2022,6086421020,3504466346,19171.55,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:22:44,07-10-2022,5396748228,9105769228,24697.2,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:22:45,07-10-2022,9506591992,791276398,19021.05,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
15:22:45,07-10-2022,2981214459,7160736915,5504.04,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:22:46,07-10-2022,662485490,8727097801,9144.23,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
15:22:50,07-10-2022,1104637724,683564089,1792.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:22:56,07-10-2022,661411667,9943627425,9344.73,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:22:58,07-10-2022,8600542721,7110173982,3137.43,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
15:23:02,07-10-2022,7501327339,9848553102,10366.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:23:14,07-10-2022,4021161031,5791868083,2059.83,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:23:14,07-10-2022,3834666529,5858369125,9249.54,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:23:14,07-10-2022,4763305803,8172080174,7433.46,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:23:18,07-10-2022,4121324384,6345230339,16250.1,Euro,UK pounds,Spain,UK,Cross-border,0,Normal_Fan_Out
15:23:20,07-10-2022,3180939545,9897868471,269.56,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:23:20,07-10-2022,7501327339,6987770930,7036.12,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
15:23:20,07-10-2022,986041282,9810335545,1299.63,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
15:23:23,07-10-2022,5281954337,3666350789,1990.7,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:23:26,07-10-2022,2930677913,5484599567,1028.44,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:23:28,07-10-2022,8463742774,1465487567,14941.56,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:23:29,07-10-2022,9702680613,4223287156,6950.7,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
15:23:33,07-10-2022,6539024288,2095407769,102.78,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
15:23:34,07-10-2022,4611936519,7500660306,2144.23,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Small_Fan_Out
15:23:34,07-10-2022,3135838003,5363117119,7639.33,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:23:38,07-10-2022,9017750140,4918649304,7540.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:23:42,07-10-2022,9534729015,2552940134,7312.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
15:23:44,07-10-2022,8560019247,4271614084,3018.26,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:23:45,07-10-2022,9597477350,7390217463,4581.29,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:23:49,07-10-2022,8389148416,3009426762,5441.81,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:23:50,07-10-2022,4109275762,9776245941,16796.43,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
15:23:51,07-10-2022,9708718273,3539142210,1519.47,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:23:51,07-10-2022,9994249346,6178841981,4622.74,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:23:52,07-10-2022,7877700106,2534644942,25138.14,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
15:23:53,07-10-2022,2272139935,1346832838,4046.56,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:23:55,07-10-2022,3682462176,4494200786,946.15,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:23:55,07-10-2022,7533282012,8629135132,400.88,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:23:57,07-10-2022,3966829631,4575899773,196.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:24:00,07-10-2022,2853766358,1422566926,2025.1,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:24:03,07-10-2022,5242230374,9412998519,556.7,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:24:04,07-10-2022,6259321240,2455935528,1266.7,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:24:04,07-10-2022,8321009171,2964943847,13938.62,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Mutual
15:24:09,07-10-2022,8456279067,8572828015,5620.85,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:24:11,07-10-2022,8046624349,3846812195,8576.72,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:24:16,07-10-2022,4925047798,4270865741,9972.46,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:24:22,07-10-2022,7669236826,9616268671,10859.13,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:24:22,07-10-2022,6499777292,1377603863,10461.01,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:24:27,07-10-2022,3221521502,4098506851,2233.88,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:24:34,07-10-2022,8321985428,8589862872,2443.81,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:24:35,07-10-2022,8734399994,6186970822,1127.46,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:24:36,07-10-2022,3926524668,7738670918,2010.51,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:24:40,07-10-2022,5099460974,3695545812,8938.56,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:24:50,07-10-2022,7188675440,5508474645,2578.6,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:24:54,07-10-2022,4121324384,7840880332,4469.49,Euro,UK pounds,Spain,UK,Cross-border,0,Normal_Fan_Out
15:24:55,07-10-2022,6773866372,2010409281,2743.9,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:24:55,07-10-2022,9959102491,2457465520,569.9,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:24:56,07-10-2022,429564037,1698202473,780.08,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:25:03,07-10-2022,6807985494,7389492571,2883.84,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:25:03,07-10-2022,544228479,8070421869,18048.65,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:25:04,07-10-2022,475474115,429953828,4798.11,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:25:05,07-10-2022,4496468487,7206755307,69.48,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:25:09,07-10-2022,4353995266,6646502650,5181.23,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
15:25:09,07-10-2022,9168588789,4889197724,8225.66,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
15:25:16,07-10-2022,3952347143,7892884492,8811.26,UK pounds,US dollar,UK,USA,Cross-border,0,Normal_Fan_In
15:25:18,07-10-2022,2698592594,3695545812,4596.57,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:25:19,07-10-2022,5021785800,4135708880,7865.36,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:25:25,07-10-2022,7112379017,5708936901,4537.87,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:25:29,07-10-2022,3614082527,1542761342,7437.06,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:25:38,07-10-2022,8456279067,8374633169,17412.64,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:25:43,07-10-2022,5982914936,9386007080,9142.69,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:25:43,07-10-2022,8180791962,3167941129,6203.11,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:25:44,07-10-2022,8389148416,5320133137,7651.39,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:25:46,07-10-2022,5021785800,9199525861,6651.46,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:25:49,07-10-2022,9883445607,6550624001,165.86,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:25:53,07-10-2022,4117755003,6646502650,8442.76,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
15:26:00,07-10-2022,869649682,2534644942,8172.59,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
15:26:04,07-10-2022,2663470390,4662825607,368.1,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:26:06,07-10-2022,5100957110,7178951436,936.66,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:26:06,07-10-2022,2477803987,6800871336,4046.4,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:26:07,07-10-2022,7091914387,991566616,500.85,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:26:10,07-10-2022,5706582846,2960357171,9513.79,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:26:11,07-10-2022,6835919517,3054600080,1799.84,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:26:12,07-10-2022,5772654983,5191230153,790.18,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:26:16,07-10-2022,2483439581,5491045464,4587.42,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:26:16,07-10-2022,7669236826,2595978516,9661.15,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
15:26:17,07-10-2022,6369856613,3792005713,6426.15,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:26:17,07-10-2022,1390806158,8673917867,8793.29,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:26:19,07-10-2022,1788318949,1682536094,6711.17,UK pounds,Euro,UK,Netherlands,Cross-border,0,Normal_Group
15:26:23,07-10-2022,8273126721,409707192,6154.89,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:26:27,07-10-2022,6411476316,8352571580,9784.74,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:26:28,07-10-2022,5982914936,4409725873,8201.27,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
15:26:32,07-10-2022,8978209844,2569665384,3221.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical
15:26:32,07-10-2022,7817757840,9706559518,1269.97,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:26:32,07-10-2022,7421451752,4086663568,8369.72,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:26:35,07-10-2022,1378784400,1672094971,9063.58,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:26:37,07-10-2022,9945389037,1118770942,5294.6,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:26:38,07-10-2022,8987848252,7140265767,5334.7,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:26:43,07-10-2022,7501327339,8617863283,5868.23,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:26:44,07-10-2022,539802231,4551768181,520.7,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:26:44,07-10-2022,7330940854,1320927231,4590.21,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:26:46,07-10-2022,8569407750,4219034574,10186.73,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:26:46,07-10-2022,6462789801,4012809267,3354.62,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
15:26:50,07-10-2022,7669236826,9544469020,7298.88,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:26:51,07-10-2022,6086421020,3504466346,18880.59,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:26:51,07-10-2022,2659454323,8678802420,10088.79,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:26:53,07-10-2022,3291826004,1368142187,5186.85,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:26:55,07-10-2022,8729002632,5189774416,2907.31,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:27:00,07-10-2022,4196292485,9527165525,9094.09,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:27:00,07-10-2022,9460133971,7395952075,11110.01,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:27:02,07-10-2022,7011081431,8309872384,988.31,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:27:06,07-10-2022,2309213364,5109623450,7627.71,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:27:09,07-10-2022,372595155,2951768195,9200.66,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
